phase,flux,flux_err
0.007909308144814676,0.7026193567648985,0.017014342345469963
0.008606106130564133,0.7040934596953133,0.01703017446711853
0.010644140527069478,0.6546424901999798,0.016498417412514652
0.013140131576416985,0.7120380303823006,0.01711549537355013
0.014367071181214884,0.7618754687883237,0.017650161660290917
0.016818973394578142,0.7278019756911333,0.017284714564418373
0.017711201101046944,0.6234638401345195,0.016162425840779655
0.020548358345532137,0.8151496570857727,0.018220830678193346
0.021758580188099116,0.7528204885004793,0.017553076642550482
0.021952658629130335,0.7291303736696234,0.017298967217306123
0.02527838801881442,0.6726726809742528,0.01669244399994659
0.03483641058846391,0.7288114553381272,0.017295539247442104
0.03569319114274647,0.7554064873596329,0.017580805827768553
0.040031828257138885,0.8440910787080846,0.018530569266363563
0.041649552718867555,0.789882387479377,0.017950267314805247
0.04258465125418153,0.7755549787546072,0.017796772394137583
0.0444239327684233,0.8036608089508768,0.01809782488280098
0.047188760851280744,0.7360011792598609,0.017372693056092067
0.04775110513538121,0.7064028295746244,0.017054981374283056
0.04827029859453748,0.7448617451102167,0.01746772943319631
0.048452759962239925,0.7997806088258151,0.018056272898340237
0.05298287789576548,0.8305060302592665,0.0183852049083506
0.0536474404461795,0.8168009424614844,0.018238510428349203
0.05560971269099207,0.8154704536564612,0.018224270316091785
0.05969908764782347,0.8516486654118395,0.018611427826394862
0.0635632677480695,0.7600160261822607,0.017630222630225456
0.06490166668064984,0.8054133616424716,0.018116589839639225
0.0649605078489828,0.7329896294961193,0.017340378807141673
0.06926325769900966,0.7617643956800216,0.01764897372045013
0.07305742355813598,0.8190943121814488,0.018263067004018252
0.07489895653473304,0.8722256020708176,0.018831524303743085
0.07578991099622168,0.7908487457479612,0.017960614305814176
0.07605436724183068,0.7776327635615548,0.01781903354141658
0.07879416051899912,0.865032272149889,0.01875458522609213
0.0816204291237492,0.9203055268898631,0.019345551712345973
0.08280831908763646,0.8423342701090619,0.01851177592533179
0.0907168045182482,0.90676734187048,0.019200838188034166
0.09143195112073361,0.874766675673088,0.018858693899196574
0.0962151565187997,0.8674244715516082,0.01878017431936405
0.09754225788251601,0.9481145909766984,0.019642730547257358
0.09787840996833279,0.8710648924005434,0.01881911262265131
0.10042733135718206,0.8763602492068081,0.01887574283497568
0.10591156838804561,0.9535364743594524,0.019700657610013286
0.10655322294897474,0.9517390967678453,0.019681461875213413
0.11023861014900917,0.9658740768908063,0.019832483781233944
0.11412443157242105,0.9578866271022457,0.019747144461395385
0.11446175325561071,0.9743645397050459,0.019923180949726237
0.11509903558467349,0.9535515801993375,0.01970082576033384
0.1230071905645614,0.9978993740051026,0.020174588029536495
0.1236506565750988,0.9366914373265786,0.019520665766933572
0.12366129603888135,1.0767980742523617,0.02101718527281632
0.12379013724885152,1.0297774802195727,0.02051506347373512
0.12681892125548025,0.9594595504788233,0.019763943616245824
0.12764740467033586,0.9362061079157605,0.019515480704033514
0.12848542885885472,0.9410489840787908,0.01956723542147388
0.13169814944138963,1.0302334110496574,0.020519932953540595
0.13305945180351694,1.050514352305686,0.020736512323850206
0.13527362987832411,0.9100675521991558,0.019236114648448502
0.13639472205790254,0.9871589109423203,0.020059863734789615
0.13783221276217075,0.9814406234590365,0.01999877504760741
0.13801470414693573,1.0135101682211065,0.020341323422235297
0.14433376097954362,1.0534434573300815,0.02076779162239191
0.14713692241297735,0.9984201796098695,0.02018015504580186
0.15226935163481808,1.072783858127385,0.02097432382758034
0.1538735283776318,0.9719215914686327,0.01989708940727067
0.1573870338937826,0.9993045623266588,0.020189595595529398
0.1574212060523911,1.062367729743962,0.020863091187110508
0.16038063997817958,1.137596664963201,0.021666373486341844
0.1617828338155953,0.9997874253474182,0.02019475104949859
0.16782407446054345,1.0725332139394528,0.020971647922737893
0.17204107755164516,1.0236936048208807,0.020450090050459627
0.1749048588373364,1.0371375304819896,0.020593658826795938
0.17583373900722823,1.085349849053601,0.02110849493673281
0.1781828245147353,1.2193646211834814,0.022539440490827723
0.1786462953304799,1.1116846017949562,0.02138969364399346
0.18210162109571226,1.1745954391617037,0.022061414141660296
0.18619157455071372,1.071632978599455,0.020962027826069676
0.18680185243509378,1.2681392664783542,0.02306028388455541
0.18806269532225023,1.0419074662890389,0.020644602447409833
0.2040028350814417,1.1879949381374528,0.022204486552604437
0.20514568792745208,1.1233201523397487,0.021513932784764073
0.20768561005857208,1.2306929427180768,0.022660406790907844
0.2077949302983714,1.185909833400896,0.022182225734760242
0.2123822229039644,1.2037298497944202,0.022372500591208364
0.21939359626047167,1.1235155048430314,0.021516022452797448
0.22437610223488164,1.1793965965814144,0.022112681565978475
0.22539593768395252,1.1848977374262881,0.022171421699263838
0.22690418061149595,1.253798396815945,0.022907136720513456
0.22703437160488552,1.2610946120223554,0.022985046228826755
0.23585101087984597,1.2316877729884894,0.022671030871224986
0.23594606496126508,1.1812959368710567,0.022132955392484794
0.23737063958049376,1.1732054456938223,0.02204658027264751
0.24183420250055487,1.177601608461338,0.022093512266725793
0.2437598920353986,1.223523035157086,0.022583854030969307
0.24395719001855648,1.2088878986753986,0.02242758015807064
0.24486966295814996,1.108922691002292,0.021360206985815925
0.2497430999746618,1.1409109548711327,0.021701755744528588
0.2517933085182957,1.1825313692687847,0.02214614781153138
0.25434058759890044,1.171749212155809,0.022031027064893703
0.25930359361764777,1.1243565912804452,0.02152500049964684
0.2598103597913689,1.2134112864629738,0.022475875413416675
0.26000617170267115,1.1835018746654618,0.02215651039847305
0.26199591452725496,1.2709092780102427,0.023089867626566906
