phase,flux,flux_err
0.0002935321404238808,0.6930108,0.009896726
0.001801092899877109,0.71160483,0.0111392
0.0033086536593303372,0.7173128,0.009761408
0.0048162143550392125,0.6996537,0.009687598
0.006323775050748088,0.7040023,0.0095092235
0.007831335746456964,0.70957506,0.009933632
0.00933889644216584,0.7004902,0.009786012
0.010846457137874715,0.69158375,0.010155063
0.012354017833583591,0.7027414,0.0095953345
0.013861578593036819,0.6964306,0.009213982
0.015369139288745694,0.6821299,0.009527675
0.016876700048198922,0.68168706,0.009945934
0.0183842607439078,0.6989094,0.00927549
0.019891821439616673,0.69184214,0.00941696
0.021399382135325547,0.6962892,0.010032046
0.022906942831034425,0.6977715,0.009404658
0.0244145035267433,0.6774306,0.009583034
0.025922064222452176,0.6775414,0.009078664
0.02742962491816105,0.68350774,0.009367754
0.028937185613869928,0.70303667,0.009226284
0.030444746309578802,0.6875119,0.0096999
0.03195230700528768,0.7039839,0.009884425
0.03345986770099656,0.68581426,0.009380055
0.03496742839670543,0.6855867,0.009619938
0.036474989092414305,0.7050972,0.009687598
0.03798254978812318,0.6943701,0.009576882
0.03949011048383205,0.6981529,0.009373904
0.04099767117954093,0.70805573,0.009644542
0.04250523187524981,0.68978775,0.0095953345
0.044012792570958685,0.7016896,0.009589184
0.045520353266667556,0.7043345,0.010407248
0.04702791396237643,0.7203144,0.0100874035
0.04853547465808531,0.6845718,0.009503072
0.05004303535379419,0.70805573,0.010191968
0.05155059604950306,0.7220982,0.009607636
0.053058156745211936,0.7076006,0.009816766
0.05456571744092081,0.7241587,0.00962609
0.056073278136629684,0.7346643,0.009367754
0.05758083876859421,0.79469055,0.009872124
0.05908839946430309,0.8709058,0.010616377
0.06059596016001196,0.8624914,0.010327286
0.06210352079197649,0.89665943,0.010585623
0.06361108148768536,0.92318195,0.009921331
0.06511864218339423,0.9064024,0.01049336
0.0666262028791031,0.90813076,0.0103334375
0.06813376357481199,0.8939223,0.010382645
0.06964132427052086,0.91674817,0.010296532
0.07114888490248539,0.909607,0.011231463
0.07265644559819426,0.9086659,0.010505661
0.07416400623015879,0.95209706,0.010819355
0.07567156692586766,0.9259867,0.011083842
0.07717912762157654,0.9305876,0.010278081
0.07868668825354105,0.9186119,0.010419549
0.08019424888550558,0.9205432,0.010991579
0.08170180958121445,0.91915923,0.010462606
0.08320937027692334,0.91740626,0.010505661
0.08471693090888785,0.92902523,0.0100874035
0.08622449154085238,0.9396416,0.010727092
0.08773205223656125,0.9112739,0.0108993165
0.08923961293227013,0.9113108,0.010130459
0.09074717356423465,0.9348501,0.01107154
0.09208717863299998,0.92517483,0.013033663
0.09225473419619917,0.9137527,0.010339589
0.09376229489190804,0.94734865,0.010739394
0.09424958448919021,0.9642389,0.012701517
0.09526985552387257,0.92292356,0.010499511
0.09575714492992167,0.93304795,0.012012621
0.0967774161558371,0.9276352,0.01014276
0.09726470537065314,0.94471604,0.013415017
0.09828497685154597,0.9170188,0.009792162
0.09877226581138461,0.95554155,0.012806081
0.09979253754725485,0.9196883,0.010474907
0.10027982618837171,0.9420528,0.012572349
0.10130009817921937,0.9534749,0.011815794
0.10178738662910318,0.9592444,0.013039814
0.1028076588111839,0.9551418,0.011016183
0.10329494706983465,0.931787,0.013408866
0.10431521950689276,0.9638268,0.011459044
0.10480250744682176,0.9666808,0.012818383
0.10582278013885729,0.9785458,0.010807053
0.10631006788755322,0.9555723,0.013279697
0.10733034077082182,0.9907122,0.010788601
0.10781762832828469,0.9478284,0.012535444
0.10883790146653069,0.9674927,0.010850109
0.10932518876901616,0.97810906,0.01271997
0.11034546209849522,0.9651492,0.010222722
0.11083274920974762,0.97615314,0.012178695
0.11185302273045973,0.96436805,0.010474907
0.11234030965047909,0.9157702,0.01307672
0.11336058336242426,0.9872185,0.010407248
0.11384787009121056,0.9573684,0.013820972
0.11486814399438879,0.963304,0.010505661
0.11535543053194201,0.94568175,0.014380701
0.11637570469009766,0.96846455,0.010751696
0.11686299097267348,0.9299602,0.012769177
0.11788326532206218,0.9829744,0.011089993
0.11837055141340494,0.9663363,0.012683065
0.1193908259540267,1.0016792,0.010604075
0.11987811185413641,0.94182515,0.013328904
0.12089838658599122,0.99613106,0.010370343
0.12138567229486788,0.9767498,0.01379637
0.12240594721795575,0.98807347,0.010216571
0.12289323273559934,1.0128983,0.013341206
0.12391350784992028,1.017413,0.010259627
0.1244007931763308,1.0082421,0.013101323
0.1254210684818848,0.99996305,0.010739394
0.12590835361706226,0.96585655,0.012024923
0.1269286291138493,0.9924037,0.010794752
0.12741591405779373,0.95797116,0.011834246
0.12843618974581383,1.0047545,0.010733243
0.1289234744985252,0.9753535,0.0134334685
0.12994375037777836,0.95836484,0.010253476
0.13043103493925667,1.0180035,0.0129844565
0.1314513110097429,0.9465736,0.01049336
0.13193859537998814,0.9898757,0.013199736
0.13295887170545176,0.9820887,0.010370343
0.13344615588446396,1.004976,0.012787629
0.1344664323374163,0.8517459,0.0093923565
0.13495371632519543,0.97804147,0.013458072
0.13646127676592687,1.0153648,0.013648748
0.1379688372704027,1.0019375,0.013292
0.13947639771113415,1.0011563,0.01286759
0.14098395815186562,1.0142883,0.013538034
0.1424915185925971,0.9854163,0.012922948
0.14399907903332856,1.016964,0.0132735465
0.14550663947406003,1.0090786,0.013175133
0.14701419997853585,1.0162075,0.012516991
0.14852176048301166,1.0073503,0.012381673
0.15002932092374313,1.0582794,0.013704107
0.1515368813644746,1.0307112,0.011963414
0.15304444186895041,1.0333315,0.014356097
0.15455200230968189,1.0032722,0.012886043
0.1560595628141577,1.0208576,0.013464223
0.15756712325488917,1.0292656,0.012910645
0.1590746836956206,1.0421764,0.01315668
0.16058224420009645,1.0393963,0.01214794
0.16208980470457227,1.0244373,0.012713819
0.16359736514530374,1.0243574,0.012443181
0.16510492564977955,1.0470663,0.01271997
0.16661248615425536,1.0551116,0.012824534
0.16812004659498683,1.0275742,0.013033663
0.16962760709946265,1.0585562,0.013445771
0.17113516760393846,1.0435789,0.013390413
0.17264272804466993,1.0376371,0.0138824815
0.17415028854914574,1.0481919,0.013267396
0.17565784905362156,1.0524114,0.012633857
0.17716540949435303,1.0539553,0.012683065
0.17867296999882884,1.069277,0.012627707
0.18018053050330465,1.0444275,0.013353508
0.18168809100778047,1.0948031,0.013458072
0.1831956515122563,1.0287367,0.012135639
0.18470321195298775,1.0698061,0.01250469
0.1862107724574636,1.068988,0.01358109
0.1877183329619394,1.0479705,0.012953702
0.18922589346641522,1.0671858,0.012443181
0.19073345397089103,1.057572,0.013402714
0.19224101447536684,1.0814373,0.01251084
0.19374857497984266,1.0454241,0.011834246
0.19525613548431847,1.0571476,0.013328904
0.1967636959887943,1.0725985,0.012824534
0.19827125649327013,1.0853246,0.013175133
0.19977881699774594,1.0671612,0.012443181
0.20128637750222175,1.0789338,0.012609255
0.20279393800669757,1.077347,0.012307863
0.20430149851117338,1.1070864,0.01272612
0.20580905901564922,1.117063,0.012701517
0.20731661952012503,1.117955,0.012301711
0.20882418002460085,1.0864441,0.01236322
0.21033174052907666,1.106416,0.012320165
0.21183930109729684,1.0695908,0.012806081
0.21334686160177266,1.0878096,0.012959853
0.21485442210624847,1.0963962,0.012892194
0.21636198261072428,1.1027439,0.011705079
0.2178695431152001,1.0700644,0.012547745
0.21937710368342028,1.1083165,0.012812233
0.2208846641878961,1.0972204,0.012154091
0.2223922246923719,1.1094114,0.013095171
0.2238997852605921,1.1077569,0.01293525
0.2254073457650679,1.1252621,0.013107474
0.22691490626954372,1.0964147,0.012590801
0.22842246683776388,1.1092085,0.012824534
0.22993002734223972,1.0906882,0.01185885
0.23143758784671553,1.1338118,0.012892194
0.2329451484149357,1.1155376,0.014725149
0.2344527089194115,1.0851033,0.012787629
0.23596026942388734,1.1133233,0.01236322
0.2374678299921075,1.14687,0.012541595
0.23897539056032768,1.1185884,0.01243703
0.2404829510648035,1.1463288,0.012744573
0.2419905115692793,1.1262401,0.012209449
0.24349807213749947,1.1456461,0.012836835
0.24500563270571965,1.1296293,0.0129414005
0.24651319321019546,1.1576772,0.01279378
0.24802075371467128,1.1491522,0.012707668
0.24952831428289146,1.1206244,0.0120433755
0.2510358748511116,1.1355771,0.012240203
0.25254343535558743,1.1089932,0.01351343
0.2540509959238076,1.1420662,0.012806081
0.2555585564282834,1.1587844,0.012160242
0.2570661169965036,1.1276917,0.013538034
0.25857367756472377,1.1078982,0.012609255
0.2600812381329439,1.1209688,0.012652311
0.2615887987011641,1.1744752,0.0116804745
0.2630963592693843,1.1497426,0.012141789
0.2646039197738601,1.1677153,0.011563608
0.26611148034208026,1.1421094,0.0124923885
0.2676190408465561,1.1684842,0.012338617
0.26912660141477623,1.1536176,0.011908057
0.27063416198299645,1.1554383,0.013353508
0.2721417225512166,1.1440161,0.013421167
0.27364928311943676,1.1504991,0.013784068
0.2751568436876569,1.1775875,0.012498539
0.2766644042558771,1.1218424,0.012160242
0.2781719648240973,1.1268736,0.011865
0.27967952539231744,1.1526457,0.0123324655
0.2811870859605376,1.1504868,0.012326314
0.2826946465287578,1.1380867,0.012603103
0.28420220709697797,1.1257726,0.012178695
0.2857097676651981,1.1392123,0.0123755215
0.2872173282334183,1.1680536,0.012535444
0.2887248888016385,1.1422017,0.011803492
0.29023244936985865,1.1356571,0.0120433755
0.2917400099380788,1.1588151,0.01185885
0.29324757050629896,1.1589565,0.011729682
0.29475513107451917,1.1181763,0.011582062
0.29626269164273933,1.1188592,0.01185885
0.2977702522109595,1.1421217,0.0116374185
0.29927781277917964,1.1461012,0.012037224
0.30078537334739985,1.1471592,0.0117973415
0.30229293391562,1.1220576,0.01243703
0.30380049448384017,1.1610848,0.011748134
0.3053080551158047,1.1354357,0.0116374185
0.3068156156840249,1.1518646,0.011944962
0.30832317625224503,1.1089871,0.011877303
0.3098307368204652,1.1456276,0.0122894095
0.3113382973886854,1.1457937,0.01164357
0.3128458580206499,1.1220453,0.012683065
0.31435341858887006,1.101569,0.012338617
0.3158609791570902,1.1326493,0.012590801
0.31736853972531043,1.1396921,0.0120433755
0.3188761002935306,1.122888,0.011046938
0.3203836609254951,1.1496872,0.011065389
0.32189122155745964,1.128799,0.011397536
0.3233987821256798,1.1433765,0.011895754
0.32490634269389995,1.1289835,0.011409838
0.32641390326212016,1.1161158,0.011477497
0.3279214638303403,1.1127635,0.0116374185
0.3294290244623048,1.1085749,0.011176105
0.3309365850942694,1.1278886,0.011342177
0.33244414566248953,1.1278331,0.01164357
0.3339517062307097,1.1039985,0.011495949
0.33545926679892984,1.1117241,0.011403686
0.3369668274308944,1.1187915,0.011809643
0.3384743880628589,1.0859028,0.01200032
0.3399819486310791,1.0956273,0.012197147
0.34148950919929927,1.0850786,0.011096143
0.34299706983126377,1.0939358,0.010960825
0.3445046304632283,1.0700397,0.011206859
0.3460121910314485,1.099367,0.011735833
0.347519751663413,1.0738164,0.011379083
0.34902731229537753,1.0856937,0.011200708
0.3505348728635977,1.0704149,0.011606664
0.35204243343181785,1.0704212,0.011409838
0.353549994000038,1.0756432,0.011280669
0.35505755463200256,1.0561204,0.011206859
0.35656511526396706,1.0784173,0.011705079
0.35807267583218727,1.0666014,0.011539006
0.35958023646415177,1.0616131,0.011655872
0.36108779709611627,1.0450366,0.0109854285
0.3625953576643365,1.0447721,0.011379083
0.364102918296301,1.045664,0.010720942
0.3656104789282655,1.054472,0.010659433
0.3671180394964857,1.0128921,0.011299122
0.3686256001284502,1.016146,0.011120748
0.37013316076041475,1.0346231,0.011231463
0.3716407213286349,1.0162505,0.010862412
0.3731482819605994,1.0260797,0.011778888
0.37465584259256396,1.0356933,0.011526703
0.3761634031607841,1.0046377,0.01185885
0.3776709637927486,1.0191231,0.011508252
0.37917852442471317,1.0346724,0.01121301
0.38068608505667767,1.0354228,0.010936222
0.3821936456886422,1.0033399,0.010677886
0.3837012062568624,1.0077993,0.01092392
0.3852087668888269,0.98766136,0.010800903
0.38671632752079144,0.9973305,0.010665583
0.38822388815275594,0.99566364,0.010616377
0.3897314487847205,0.9990774,0.010714791
0.39123900935294065,0.98110455,0.010917769
0.39274656998490515,0.98141825,0.011046938
0.3942541306168697,0.97690964,0.011120748
0.3957616912488342,0.94189286,0.011772738
0.3972692518807987,0.9674558,0.01193266
0.3987768124490189,0.96341467,0.010634829
0.4002843730809834,0.9532965,0.010530265
0.40179193371294797,0.95204175,0.010462606
0.40329949434491247,0.9791179,0.010727092
0.40480705497687697,0.9603085,0.010241175
0.4063146156088415,0.9752182,0.010911617
0.407822176240806,0.9439103,0.010419549
0.4093297368727706,0.93548363,0.009970537
0.4108372975047351,0.93155324,0.010185817
0.41234485807295523,0.9401337,0.01020427
0.4138524187049198,0.9356005,0.010671735
0.4153599793368843,0.9277397,0.0100443475
0.41686753996884884,0.90591645,0.010130459
0.41837510060081334,0.91979283,0.010468756
0.41988266123277784,0.93235904,0.01049336
0.42139022192848674,0.9062732,0.010819355
0.42289778256045124,0.91707414,0.010376493
0.42440534312867145,0.90499383,0.010124309
0.42591290376063595,0.8926737,0.010235024
0.4274204643926005,0.8829369,0.0099274805
0.428928025024565,0.8944021,0.0103334375
0.4304355857202739,0.87417805,0.010505661
0.4319431463522384,0.8875808,0.010148912
0.43345070692045856,0.8704199,0.010874713
0.4349582675524231,0.8352124,0.010302683
0.43646582824813196,0.8714348,0.011003881
0.4379733888800965,0.86238074,0.009644542
0.439480949512061,0.85141987,0.009884425
0.4409885101440255,0.8531114,0.009835218
0.44249607077599007,0.8403853,0.010351891
0.44400363140795457,0.84160316,0.010714791
0.4455111920399191,0.8496177,0.009982839
0.4470187526718836,0.81655073,0.00998899
0.4485263133038482,0.812159,0.010278081
0.4500338739358127,0.79791975,0.009865972
0.4515414345677772,0.8286925,0.010585623
0.4530489952634861,0.7965358,0.009656844
0.4545565558954506,0.82226485,0.009890576
0.45606411652741513,0.79341733,0.009287792
